recipe_name,ingredients,preperation_steps,vegan_friendly_(yes/no),nut-free_(yes/no),non-dairy_friendly_(yes/no),vegan_substitute,dairy_substitute,nut_substitute,dietary_tags,source_url,protein_g,carbs_g,fat_g,fiber_g,sugar_g,calories,calorie_class,food_name,category,protein,carbs,fat,iron,vitamin_c,unnamed:_0,fat_(g),carb._(g),fiber_(g),sodium,protein_(g),beverage_category,beverage,beverage_prep,total_fat_(g),trans_fat_(g),saturated_fat_(g),sodium_(mg),total_carbohydrates_(g),cholesterol_(mg),dietary_fibre_(g),sugars_(g),vitamin_a_(%_dv),vitamin_c_(%_dv),calcium_(%_dv),iron_(%_dv),caffeine_(mg),item_name,protein_std,carbs_std,fat_std,fiber_std,sugar_std,calories_std
,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,140,,,,,0.0,0.0,0.0,0.0,,,,,,6.0,Tazo® Tea Drinks,Tazo® Green Tea Latte,Soymilk,3,0.4,0.0,0.0,70.0,22.0,1.0,20.0,8%,4%,20%,10%,25,Tazo® Green Tea Latte,6.0,70.0,3.0,1.0,20.0,140.0
,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,210,,,,,0.0,0.0,0.0,0.0,,,,,,11.0,Tazo® Tea Drinks,Tazo® Green Tea Latte,Tall Nonfat Milk,0.4,0.2,0.0,5.0,125.0,42.0,1.0,41.0,20%,10%,35%,4%,55,Tazo® Green Tea Latte,11.0,125.0,0.4,1.0,41.0,210.0
,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,260,,,,,0.0,0.0,0.0,0.0,,,,,,10.0,Tazo® Tea Drinks,Tazo® Green Tea Latte,2% Milk,6,3.0,0.2,25.0,140.0,41.0,1.0,40.0,15%,10%,35%,4%,55,Tazo® Green Tea Latte,10.0,140.0,6.0,1.0,40.0,260.0
,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,230,,,,,0.0,0.0,0.0,0.0,,,,,,9.0,Tazo® Tea Drinks,Tazo® Green Tea Latte,Soymilk,4.5,0.5,0.0,0.0,110.0,36.0,2.0,33.0,10%,10%,35%,15%,55,Tazo® Green Tea Latte,9.0,110.0,4.5,2.0,33.0,230.0
,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,290,,,,,0.0,0.0,0.0,0.0,,,,,,14.0,Tazo® Tea Drinks,Tazo® Green Tea Latte,Grande Nonfat Milk,0.5,0.2,0.0,10.0,160.0,57.0,1.0,56.0,25%,15%,45%,4%,80,Tazo® Green Tea Latte,14.0,160.0,0.5,1.0,56.0,290.0
,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,350,,,,,0.0,0.0,0.0,0.0,,,,,,14.0,Tazo® Tea Drinks,Tazo® Green Tea Latte,2% Milk,8,4.0,0.2,30.0,180.0,57.0,1.0,55.0,20%,15%,45%,4%,80,Tazo® Green Tea Latte,14.0,180.0,8.0,1.0,55.0,350.0
,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,310,,,,,0.0,0.0,0.0,0.0,,,,,,11.0,Tazo® Tea Drinks,Tazo® Green Tea Latte,Soymilk,6,1.0,0.0,0.0,140.0,50.0,3.0,46.0,15%,15%,45%,25%,80,Tazo® Green Tea Latte,11.0,140.0,6.0,3.0,46.0,310.0
,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,370,,,,,0.0,0.0,0.0,0.0,,,,,,18.0,Tazo® Tea Drinks,Tazo® Green Tea Latte,Venti Nonfat Milk,0.5,0.3,0.0,10.0,200.0,73.0,2.0,71.0,30%,20%,60%,6%,110,Tazo® Green Tea Latte,18.0,200.0,0.5,2.0,71.0,370.0
,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,450,,,,,0.0,0.0,0.0,0.0,,,,,,17.0,Tazo® Tea Drinks,Tazo® Green Tea Latte,2% Milk,10,5.0,0.3,40.0,230.0,72.0,2.0,71.0,25%,20%,50%,6%,110,Tazo® Green Tea Latte,17.0,230.0,10.0,2.0,71.0,450.0
,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,390,,,,,0.0,0.0,0.0,0.0,,,,,,14.0,Tazo® Tea Drinks,Tazo® Green Tea Latte,Soymilk,8,1.0,0.0,0.0,180.0,64.0,4.0,58.0,20%,20%,60%,30%,110,Tazo® Green Tea Latte,14.0,180.0,8.0,4.0,58.0,390.0
,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,80,,,,,0.0,0.0,0.0,0.0,,,,,,4.0,Tazo® Tea Drinks,Tazo® Full-Leaf Tea Latte,Short Nonfat Milk,0.1,0.1,0.0,0.0,45.0,16.0,0.0,16.0,6%,0%,10%,0.00%,varies,Tazo® Full-Leaf Tea Latte,4.0,45.0,0.1,0.0,16.0,80.0
,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,90,,,,,0.0,0.0,0.0,0.0,,,,,,3.0,Tazo® Tea Drinks,Tazo® Full-Leaf Tea Latte,2% Milk,2,1.0,0.1,10.0,50.0,15.0,0.0,15.0,6%,0%,10%,0.00%,varies,Tazo® Full-Leaf Tea Latte,3.0,50.0,2.0,0.0,15.0,90.0
,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,80,,,,,0.0,0.0,0.0,0.0,,,,,,3.0,Tazo® Tea Drinks,Tazo® Full-Leaf Tea Latte,Soymilk,1.5,0.2,0.0,0.0,40.0,14.0,0.0,13.0,4%,0%,10%,6.00%,varies,Tazo® Full-Leaf Tea Latte,3.0,40.0,1.5,0.0,13.0,80.0
,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,120,,,,,0.0,0.0,0.0,0.0,,,,,,5.0,Tazo® Tea Drinks,Tazo® Full-Leaf Tea Latte,Tall Nonfat Milk,0.1,0.1,0.0,5.0,65.0,23.0,0.0,23.0,10%,0%,20%,0.00%,varies,Tazo® Full-Leaf Tea Latte,5.0,65.0,0.1,0.0,23.0,120.0
,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,140,,,,,0.0,0.0,0.0,0.0,,,,,,5.0,Tazo® Tea Drinks,Tazo® Full-Leaf Tea Latte,2% Milk,3,1.5,0.1,15.0,75.0,23.0,0.0,23.0,8%,0%,15%,0.00%,varies,Tazo® Full-Leaf Tea Latte,5.0,75.0,3.0,0.0,23.0,140.0
,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,130,,,,,0.0,0.0,0.0,0.0,,,,,,4.0,Tazo® Tea Drinks,Tazo® Full-Leaf Tea Latte,Soymilk,2.5,0.3,0.0,0.0,60.0,21.0,1.0,19.0,6%,0%,20%,8.00%,varies,Tazo® Full-Leaf Tea Latte,4.0,60.0,2.5,1.0,19.0,130.0
,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,150,,,,,0.0,0.0,0.0,0.0,,,,,,7.0,Tazo® Tea Drinks,Tazo® Full-Leaf Tea Latte,Grande Nonfat Milk,0.2,0.1,0.0,5.0,85.0,31.0,0.0,31.0,15%,0%,25%,0.00%,varies,Tazo® Full-Leaf Tea Latte,7.0,85.0,0.2,0.0,31.0,150.0
,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,190,,,,,0.0,0.0,0.0,0.0,,,,,,7.0,Tazo® Tea Drinks,Tazo® Full-Leaf Tea Latte,2% Milk,4,2.0,0.1,15.0,95.0,31.0,0.0,30.0,10%,0%,25%,0.00%,varies,Tazo® Full-Leaf Tea Latte,7.0,95.0,4.0,0.0,30.0,190.0
,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,170,,,,,0.0,0.0,0.0,0.0,,,,,,6.0,Tazo® Tea Drinks,Tazo® Full-Leaf Tea Latte,Soymilk,3.5,0.4,0.0,0.0,80.0,27.0,1.0,25.0,8%,0%,25%,10.00%,varies,Tazo® Full-Leaf Tea Latte,6.0,80.0,3.5,1.0,25.0,170.0
,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,190,,,,,0.0,0.0,0.0,0.0,,,,,,9.0,Tazo® Tea Drinks,Tazo® Full-Leaf Tea Latte,Venti Nonfat Milk,0.2,0.1,0.0,5.0,110.0,39.0,0.0,39.0,15%,0%,30%,0.00%,varies,Tazo® Full-Leaf Tea Latte,9.0,110.0,0.2,0.0,39.0,190.0
,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,230,,,,,0.0,0.0,0.0,0.0,,,,,,9.0,Tazo® Tea Drinks,Tazo® Full-Leaf Tea Latte,2% Milk,5,2.5,0.2,20.0,125.0,38.0,0.0,38.0,15%,0%,30%,0.00%,varies,Tazo® Full-Leaf Tea Latte,9.0,125.0,5.0,0.0,38.0,230.0
,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,210,,,,,0.0,0.0,0.0,0.0,,,,,,7.0,Tazo® Tea Drinks,Tazo® Full-Leaf Tea Latte,Soymilk,4,0.5,0.0,0.0,100.0,34.0,1.0,32.0,10%,0%,30%,15.00%,varies,Tazo® Full-Leaf Tea Latte,7.0,100.0,4.0,1.0,32.0,210.0
,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,80,,,,,0.0,0.0,0.0,0.0,,,,,,4.0,Tazo® Tea Drinks,Tazo® Full-Leaf Red Tea Latte (Vanilla Rooibos),Short Nonfat Milk,0.1,0.1,0.0,0.0,45.0,16.0,0.0,16.0,6%,0%,10%,0%,0,Tazo® Full-Leaf Red Tea Latte (Vanilla Rooibos),4.0,45.0,0.1,0.0,16.0,80.0
,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,90,,,,,0.0,0.0,0.0,0.0,,,,,,3.0,Tazo® Tea Drinks,Tazo® Full-Leaf Red Tea Latte (Vanilla Rooibos),2% Milk,2,1.0,0.1,10.0,50.0,15.0,0.0,15.0,6%,0%,10%,0%,0,Tazo® Full-Leaf Red Tea Latte (Vanilla Rooibos),3.0,50.0,2.0,0.0,15.0,90.0
,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,80,,,,,0.0,0.0,0.0,0.0,,,,,,3.0,Tazo® Tea Drinks,Tazo® Full-Leaf Red Tea Latte (Vanilla Rooibos),Soymilk,1.5,0.2,0.0,0.0,40.0,14.0,0.0,13.0,4%,0%,10%,6%,0,Tazo® Full-Leaf Red Tea Latte (Vanilla Rooibos),3.0,40.0,1.5,0.0,13.0,80.0
,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,120,,,,,0.0,0.0,0.0,0.0,,,,,,5.0,Tazo® Tea Drinks,Tazo® Full-Leaf Red Tea Latte (Vanilla Rooibos),Tall Nonfat Milk,0.1,0.1,0.0,5.0,65.0,23.0,0.0,23.0,10%,0%,20%,0%,0,Tazo® Full-Leaf Red Tea Latte (Vanilla Rooibos),5.0,65.0,0.1,0.0,23.0,120.0
,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,140,,,,,0.0,0.0,0.0,0.0,,,,,,5.0,Tazo® Tea Drinks,Tazo® Full-Leaf Red Tea Latte (Vanilla Rooibos),2% Milk,3,1.5,0.1,15.0,75.0,23.0,0.0,23.0,8%,0%,15%,0%,0,Tazo® Full-Leaf Red Tea Latte (Vanilla Rooibos),5.0,75.0,3.0,0.0,23.0,140.0
,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,130,,,,,0.0,0.0,0.0,0.0,,,,,,4.0,Tazo® Tea Drinks,Tazo® Full-Leaf Red Tea Latte (Vanilla Rooibos),Soymilk,2.5,0.3,0.0,0.0,60.0,21.0,1.0,19.0,6%,0%,20%,8%,0,Tazo® Full-Leaf Red Tea Latte (Vanilla Rooibos),4.0,60.0,2.5,1.0,19.0,130.0
,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,150,,,,,0.0,0.0,0.0,0.0,,,,,,7.0,Tazo® Tea Drinks,Tazo® Full-Leaf Red Tea Latte (Vanilla Rooibos),Grande Nonfat Milk,0.2,0.1,0.0,5.0,85.0,31.0,0.0,31.0,15%,0%,25%,0%,0,Tazo® Full-Leaf Red Tea Latte (Vanilla Rooibos),7.0,85.0,0.2,0.0,31.0,150.0
,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,190,,,,,0.0,0.0,0.0,0.0,,,,,,7.0,Tazo® Tea Drinks,Tazo® Full-Leaf Red Tea Latte (Vanilla Rooibos),2% Milk,4,2.0,0.1,15.0,95.0,31.0,0.0,30.0,10%,0%,25%,0%,0,Tazo® Full-Leaf Red Tea Latte (Vanilla Rooibos),7.0,95.0,4.0,0.0,30.0,190.0
,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,170,,,,,0.0,0.0,0.0,0.0,,,,,,6.0,Tazo® Tea Drinks,Tazo® Full-Leaf Red Tea Latte (Vanilla Rooibos),Soymilk,3.5,0.4,0.0,0.0,80.0,27.0,1.0,25.0,8%,0%,25%,10%,0,Tazo® Full-Leaf Red Tea Latte (Vanilla Rooibos),6.0,80.0,3.5,1.0,25.0,170.0
,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,190,,,,,0.0,0.0,0.0,0.0,,,,,,9.0,Tazo® Tea Drinks,Tazo® Full-Leaf Red Tea Latte (Vanilla Rooibos),Venti Nonfat Milk,0.2,0.1,0.0,5.0,110.0,39.0,0.0,39.0,15%,0%,30%,0%,0,Tazo® Full-Leaf Red Tea Latte (Vanilla Rooibos),9.0,110.0,0.2,0.0,39.0,190.0
,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,230,,,,,0.0,0.0,0.0,0.0,,,,,,9.0,Tazo® Tea Drinks,Tazo® Full-Leaf Red Tea Latte (Vanilla Rooibos),2% Milk,5,2.5,0.2,20.0,125.0,38.0,0.0,38.0,15%,0%,30%,0%,0,Tazo® Full-Leaf Red Tea Latte (Vanilla Rooibos),9.0,125.0,5.0,0.0,38.0,230.0
,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,210,,,,,0.0,0.0,0.0,0.0,,,,,,7.0,Tazo® Tea Drinks,Tazo® Full-Leaf Red Tea Latte (Vanilla Rooibos),Soymilk,4,0.5,0.0,0.0,100.0,34.0,1.0,32.0,10%,0%,30%,15%,0,Tazo® Full-Leaf Red Tea Latte (Vanilla Rooibos),7.0,100.0,4.0,1.0,32.0,210.0
,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,60,,,,,0.0,0.0,0.0,0.0,,,,,,0.2,Shaken Iced Beverages,Iced Brewed Coffee (With Classic Syrup),Tall,0,0.0,0.0,0.0,4.0,15.0,0.0,15.0,0%,0%,0%,0%,120,Iced Brewed Coffee (With Classic Syrup),0.2,4.0,0.0,0.0,15.0,60.0
,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,90,,,,,0.0,0.0,0.0,0.0,,,,,,0.3,Shaken Iced Beverages,Iced Brewed Coffee (With Classic Syrup),Grande,0.1,0.0,0.0,0.0,5.0,21.0,0.0,21.0,0%,0%,0%,0%,165,Iced Brewed Coffee (With Classic Syrup),0.3,5.0,0.1,0.0,21.0,90.0
,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,130,,,,,0.0,0.0,0.0,0.0,,,,,,0.4,Shaken Iced Beverages,Iced Brewed Coffee (With Classic Syrup),Venti,0.1,0.0,0.0,0.0,5.0,31.0,0.0,31.0,0%,0%,0%,0%,235,Iced Brewed Coffee (With Classic Syrup),0.4,5.0,0.1,0.0,31.0,130.0
,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,80,,,,,0.0,0.0,0.0,0.0,,,,,,2.0,Shaken Iced Beverages,Iced Brewed Coffee (With Milk & Classic Syrup),Tall Nonfat Milk,0.1,0.0,0.0,0.0,25.0,18.0,0.0,18.0,2%,0%,6%,0%,90,Iced Brewed Coffee (With Milk & Classic Syrup),2.0,25.0,0.1,0.0,18.0,80.0
,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,90,,,,,0.0,0.0,0.0,0.0,,,,,,2.0,Shaken Iced Beverages,Iced Brewed Coffee (With Milk & Classic Syrup),2% Milk,1,0.5,0.0,5.0,25.0,18.0,0.0,18.0,2%,0%,6%,0.00%,,Iced Brewed Coffee (With Milk & Classic Syrup),2.0,25.0,1.0,0.0,18.0,90.0
,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,80,,,,,0.0,0.0,0.0,0.0,,,,,,2.0,Shaken Iced Beverages,Iced Brewed Coffee (With Milk & Classic Syrup),Soymilk,1,0.1,0.0,0.0,20.0,17.0,0.0,17.0,2%,0%,6%,0%,90,Iced Brewed Coffee (With Milk & Classic Syrup),2.0,20.0,1.0,0.0,17.0,80.0
,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,110,,,,,0.0,0.0,0.0,0.0,,,,,,2.0,Shaken Iced Beverages,Iced Brewed Coffee (With Milk & Classic Syrup),Grande Nonfat Milk,0.1,0.0,0.0,0.0,30.0,24.0,0.0,24.0,4%,0%,8%,2%,90,Iced Brewed Coffee (With Milk & Classic Syrup),2.0,30.0,0.1,0.0,24.0,110.0
,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,120,,,,,0.0,0.0,0.0,0.0,,,,,,2.0,Shaken Iced Beverages,Iced Brewed Coffee (With Milk & Classic Syrup),2% Milk,1.5,0.5,0.0,5.0,35.0,24.0,0.0,24.0,4%,0%,8%,0%,125,Iced Brewed Coffee (With Milk & Classic Syrup),2.0,35.0,1.5,0.0,24.0,120.0
,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,110,,,,,0.0,0.0,0.0,0.0,,,,,,2.0,Shaken Iced Beverages,Iced Brewed Coffee (With Milk & Classic Syrup),Soymilk,1,0.1,0.0,0.0,30.0,23.0,0.0,22.0,2%,0%,8%,0%,125,Iced Brewed Coffee (With Milk & Classic Syrup),2.0,30.0,1.0,0.0,22.0,110.0
,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,160,,,,,0.0,0.0,0.0,0.0,,,,,,4.0,Shaken Iced Beverages,Iced Brewed Coffee (With Milk & Classic Syrup),Venti Nonfat Milk,0.1,0.1,0.0,0.0,50.0,36.0,0.0,36.0,6%,0%,10%,4%,125,Iced Brewed Coffee (With Milk & Classic Syrup),4.0,50.0,0.1,0.0,36.0,160.0
,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,180,,,,,0.0,0.0,0.0,0.0,,,,,,4.0,Shaken Iced Beverages,Iced Brewed Coffee (With Milk & Classic Syrup),2% Milk,2,1.0,0.1,10.0,55.0,36.0,0.0,36.0,6%,0%,10%,0%,170,Iced Brewed Coffee (With Milk & Classic Syrup),4.0,55.0,2.0,0.0,36.0,180.0
,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,170,,,,,0.0,0.0,0.0,0.0,,,,,,3.0,Shaken Iced Beverages,Iced Brewed Coffee (With Milk & Classic Syrup),Soymilk,1.5,0.2,0.0,0.0,45.0,34.0,0.0,33.0,4%,0%,10%,0%,170,Iced Brewed Coffee (With Milk & Classic Syrup),3.0,45.0,1.5,0.0,33.0,170.0
,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,60,,,,,0.0,0.0,0.0,0.0,,,,,,0.0,Shaken Iced Beverages,Shaken Iced Tazo® Tea (With Classic Syrup),Tall,0,0.0,0.0,0.0,0.0,15.0,0.0,15.0,0%,0%,0%,6%,170,Shaken Iced Tazo® Tea (With Classic Syrup),0.0,0.0,0.0,0.0,15.0,60.0
,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,80,,,,,0.0,0.0,0.0,0.0,,,,,,0.0,Shaken Iced Beverages,Shaken Iced Tazo® Tea (With Classic Syrup),Grande,0,0.0,0.0,0.0,0.0,21.0,0.0,21.0,0%,0%,0%,0%,Varies,Shaken Iced Tazo® Tea (With Classic Syrup),0.0,0.0,0.0,0.0,21.0,80.0
,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,120,,,,,0.0,0.0,0.0,0.0,,,,,,0.0,Shaken Iced Beverages,Shaken Iced Tazo® Tea (With Classic Syrup),Venti,0,0.0,0.0,0.0,0.0,31.0,0.0,31.0,0%,0%,0%,0%,Varies,Shaken Iced Tazo® Tea (With Classic Syrup),0.0,0.0,0.0,0.0,31.0,120.0
,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,100,,,,,0.0,0.0,0.0,0.0,,,,,,0.1,Shaken Iced Beverages,Shaken Iced Tazo® Tea Lemonade (With Classic Syrup),Tall,0,0.0,0.0,0.0,0.0,25.0,0.0,24.0,0%,10%,0%,0%,Varies,Shaken Iced Tazo® Tea Lemonade (With Classic Syrup),0.1,0.0,0.0,0.0,24.0,100.0
,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,130,,,,,0.0,0.0,0.0,0.0,,,,,,0.1,Shaken Iced Beverages,Shaken Iced Tazo® Tea Lemonade (With Classic Syrup),Grande,0,0.0,0.0,0.0,0.0,33.0,0.0,33.0,0%,15%,0%,0%,Varies,Shaken Iced Tazo® Tea Lemonade (With Classic Syrup),0.1,0.0,0.0,0.0,33.0,130.0
,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,190,,,,,0.0,0.0,0.0,0.0,,,,,,0.1,Shaken Iced Beverages,Shaken Iced Tazo® Tea Lemonade (With Classic Syrup),Venti,0,0.0,0.0,0.0,0.0,49.0,0.0,49.0,0%,20%,0%,0%,Varies,Shaken Iced Tazo® Tea Lemonade (With Classic Syrup),0.1,0.0,0.0,0.0,49.0,190.0
,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,280,,,,,0.0,0.0,0.0,0.0,,,,,,20.0,Smoothies,Banana Chocolate Smoothie,Grande Nonfat Milk,2.5,1.5,0.0,5.0,150.0,53.0,7.0,34.0,10%,15%,20%,0%,Varies,Banana Chocolate Smoothie,20.0,150.0,2.5,7.0,34.0,280.0
,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,300,,,,,0.0,0.0,0.0,0.0,,,,,,20.0,Smoothies,Banana Chocolate Smoothie,2% Milk,5,2.5,0.1,15.0,160.0,53.0,7.0,34.0,8%,15%,20%,20%,15,Banana Chocolate Smoothie,20.0,160.0,5.0,7.0,34.0,300.0
,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,290,,,,,0.0,0.0,0.0,0.0,,,,,,19.0,Smoothies,Banana Chocolate Smoothie,Soymilk,4.5,1.5,0.0,5.0,150.0,51.0,7.0,31.0,6%,15%,20%,20%,15,Banana Chocolate Smoothie,19.0,150.0,4.5,7.0,31.0,290.0
,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,260,,,,,0.0,0.0,0.0,0.0,,,,,,16.0,Smoothies,Orange Mango Banana Smoothie,Grande Nonfat Milk,1,0.3,0.0,5.0,120.0,54.0,6.0,37.0,50%,80%,10%,30%,15,Orange Mango Banana Smoothie,16.0,120.0,1.0,6.0,37.0,260.0
,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,270,,,,,0.0,0.0,0.0,0.0,,,,,,16.0,Smoothies,Orange Mango Banana Smoothie,2% Milk,1.5,0.5,0.0,5.0,125.0,53.0,6.0,37.0,50%,80%,10%,6%,0,Orange Mango Banana Smoothie,16.0,125.0,1.5,6.0,37.0,270.0
,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,270,,,,,0.0,0.0,0.0,0.0,,,,,,15.0,Smoothies,Orange Mango Banana Smoothie,Soymilk,1.5,0.4,0.0,5.0,120.0,53.0,6.0,36.0,50%,80%,10%,6%,0,Orange Mango Banana Smoothie,15.0,120.0,1.5,6.0,36.0,270.0
,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,290,,,,,0.0,0.0,0.0,0.0,,,,,,16.0,Smoothies,Strawberry Banana Smoothie,Grande Nonfat Milk,1,0.3,0.0,5.0,125.0,58.0,7.0,41.0,4%,100%,10%,8%,0,Strawberry Banana Smoothie,16.0,125.0,1.0,7.0,41.0,290.0
,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,290,,,,,0.0,0.0,0.0,0.0,,,,,,16.0,Smoothies,Strawberry Banana Smoothie,2% Milk,2,1.0,0.0,5.0,125.0,58.0,7.0,41.0,4%,100%,10%,8%,0,Strawberry Banana Smoothie,16.0,125.0,2.0,7.0,41.0,290.0
,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,290,,,,,0.0,0.0,0.0,0.0,,,,,,16.0,Smoothies,Strawberry Banana Smoothie,Soymilk,2,0.4,0.0,5.0,120.0,58.0,8.0,40.0,2%,100%,10%,8%,0,Strawberry Banana Smoothie,16.0,120.0,2.0,8.0,40.0,290.0
,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,160,,,,,0.0,0.0,0.0,0.0,,,,,,3.0,Frappuccino® Blended Coffee,Coffee,Tall Nonfat Milk,0.1,0.0,0.0,0.0,160.0,36.0,0.0,36.0,4%,0%,10%,10%,0,Coffee,3.0,160.0,0.1,0.0,36.0,160.0
,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,180,,,,,0.0,0.0,0.0,0.0,,,,,,3.0,Frappuccino® Blended Coffee,Coffee,Whole Milk,2.5,1.5,0.1,10.0,160.0,36.0,0.0,36.0,4%,0%,8%,0%,70,Coffee,3.0,160.0,2.5,0.0,36.0,180.0
,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,160,,,,,0.0,0.0,0.0,0.0,,,,,,2.0,Frappuccino® Blended Coffee,Coffee,Soymilk,1.5,0.2,0.0,0.0,150.0,35.0,0.0,34.0,4%,0%,10%,0%,70,Coffee,2.0,150.0,1.5,0.0,34.0,160.0
,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,220,,,,,0.0,0.0,0.0,0.0,,,,,,4.0,Frappuccino® Blended Coffee,Coffee,Grande Nonfat Milk,0.1,0.1,0.0,0.0,210.0,51.0,0.0,50.0,6%,0%,10%,4%,70,Coffee,4.0,210.0,0.1,0.0,50.0,220.0
,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,240,,,,,0.0,0.0,0.0,0.0,,,,,,3.0,Frappuccino® Blended Coffee,Coffee,Whole Milk,3,2.0,0.1,10.0,220.0,50.0,0.0,50.0,4%,0%,10%,0%,95,Coffee,3.0,220.0,3.0,0.0,50.0,240.0
,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,220,,,,,0.0,0.0,0.0,0.0,,,,,,3.0,Frappuccino® Blended Coffee,Coffee,Soymilk,1.5,0.2,0.0,0.0,210.0,49.0,0.0,47.0,4%,0%,10%,0%,95,Coffee,3.0,210.0,1.5,0.0,47.0,220.0
,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,310,,,,,0.0,0.0,0.0,0.0,,,,,,6.0,Frappuccino® Blended Coffee,Coffee,Venti Nonfat Milk,0.1,0.1,0.0,5.0,300.0,70.0,0.0,69.0,10%,0%,20%,6%,95,Coffee,6.0,300.0,0.1,0.0,69.0,310.0
,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,350,,,,,0.0,0.0,0.0,0.0,,,,,,5.0,Frappuccino® Blended Coffee,Coffee,Whole Milk,5,3.0,0.2,15.0,300.0,70.0,0.0,69.0,8%,0%,15%,2%,130,Coffee,5.0,300.0,5.0,0.0,69.0,350.0
,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,310,,,,,0.0,0.0,0.0,0.0,,,,,,5.0,Frappuccino® Blended Coffee,Coffee,Soymilk,2.5,0.3,0.0,0.0,300.0,68.0,1.0,66.0,6%,0%,20%,2%,130,Coffee,5.0,300.0,2.5,1.0,66.0,310.0
,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,180,,,,,0.0,0.0,0.0,0.0,,,,,,3.0,Frappuccino® Blended Coffee,Mocha (Without Whipped Cream),Tall Nonfat Milk,0.5,0.4,0.0,0.0,150.0,42.0,1.0,40.0,4%,0%,10%,8%,130,Mocha (Without Whipped Cream),3.0,150.0,0.5,1.0,40.0,180.0
