recipe_name,ingredients,preperation_steps,vegan_friendly_(yes/no),nut-free_(yes/no),non-dairy_friendly_(yes/no),vegan_substitute,dairy_substitute,nut_substitute,dietary_tags,source_url,protein_g,carbs_g,fat_g,fiber_g,sugar_g,calories,calorie_class,food_name,category,iron,vitamin_c,unnamed:_0,fat_(g),carb._(g),fiber_(g),sodium,beverage_category,beverage,beverage_prep,total_fat_(g),trans_fat_(g),saturated_fat_(g),sodium_(mg),total_carbohydrates_(g),cholesterol_(mg),dietary_fibre_(g),sugars_(g),vitamin_a_(%_dv),vitamin_c_(%_dv),calcium_(%_dv),iron_(%_dv),caffeine_(mg),item_name
,,,,,,,,,,,16.0,0.0,0.0,0.0,0.0,290,,,,0.0,0.0,,,,,,Smoothies,Strawberry Banana Smoothie,Grande Nonfat Milk,1,0.3,0.0,5.0,125.0,58.0,7.0,41.0,4%,100%,10%,8%,0,Strawberry Banana Smoothie
,,,,,,,,,,,16.0,0.0,0.0,0.0,0.0,290,,,,0.0,0.0,,,,,,Smoothies,Strawberry Banana Smoothie,2% Milk,2,1.0,0.0,5.0,125.0,58.0,7.0,41.0,4%,100%,10%,8%,0,Strawberry Banana Smoothie
,,,,,,,,,,,16.0,0.0,0.0,0.0,0.0,290,,,,0.0,0.0,,,,,,Smoothies,Strawberry Banana Smoothie,Soymilk,2,0.4,0.0,5.0,120.0,58.0,8.0,40.0,2%,100%,10%,8%,0,Strawberry Banana Smoothie
,,,,,,,,,,,3.0,0.0,0.0,0.0,0.0,160,,,,0.0,0.0,,,,,,Frappuccino® Blended Coffee,Coffee,Tall Nonfat Milk,0.1,0.0,0.0,0.0,160.0,36.0,0.0,36.0,4%,0%,10%,10%,0,Coffee
,,,,,,,,,,,3.0,0.0,0.0,0.0,0.0,180,,,,0.0,0.0,,,,,,Frappuccino® Blended Coffee,Coffee,Whole Milk,2.5,1.5,0.1,10.0,160.0,36.0,0.0,36.0,4%,0%,8%,0%,70,Coffee
,,,,,,,,,,,2.0,0.0,0.0,0.0,0.0,160,,,,0.0,0.0,,,,,,Frappuccino® Blended Coffee,Coffee,Soymilk,1.5,0.2,0.0,0.0,150.0,35.0,0.0,34.0,4%,0%,10%,0%,70,Coffee
,,,,,,,,,,,4.0,0.0,0.0,0.0,0.0,220,,,,0.0,0.0,,,,,,Frappuccino® Blended Coffee,Coffee,Grande Nonfat Milk,0.1,0.1,0.0,0.0,210.0,51.0,0.0,50.0,6%,0%,10%,4%,70,Coffee
,,,,,,,,,,,3.0,0.0,0.0,0.0,0.0,240,,,,0.0,0.0,,,,,,Frappuccino® Blended Coffee,Coffee,Whole Milk,3,2.0,0.1,10.0,220.0,50.0,0.0,50.0,4%,0%,10%,0%,95,Coffee
,,,,,,,,,,,3.0,0.0,0.0,0.0,0.0,220,,,,0.0,0.0,,,,,,Frappuccino® Blended Coffee,Coffee,Soymilk,1.5,0.2,0.0,0.0,210.0,49.0,0.0,47.0,4%,0%,10%,0%,95,Coffee
,,,,,,,,,,,6.0,0.0,0.0,0.0,0.0,310,,,,0.0,0.0,,,,,,Frappuccino® Blended Coffee,Coffee,Venti Nonfat Milk,0.1,0.1,0.0,5.0,300.0,70.0,0.0,69.0,10%,0%,20%,6%,95,Coffee
,,,,,,,,,,,5.0,0.0,0.0,0.0,0.0,350,,,,0.0,0.0,,,,,,Frappuccino® Blended Coffee,Coffee,Whole Milk,5,3.0,0.2,15.0,300.0,70.0,0.0,69.0,8%,0%,15%,2%,130,Coffee
,,,,,,,,,,,5.0,0.0,0.0,0.0,0.0,310,,,,0.0,0.0,,,,,,Frappuccino® Blended Coffee,Coffee,Soymilk,2.5,0.3,0.0,0.0,300.0,68.0,1.0,66.0,6%,0%,20%,2%,130,Coffee
,,,,,,,,,,,3.0,0.0,0.0,0.0,0.0,180,,,,0.0,0.0,,,,,,Frappuccino® Blended Coffee,Mocha (Without Whipped Cream),Tall Nonfat Milk,0.5,0.4,0.0,0.0,150.0,42.0,1.0,40.0,4%,0%,10%,8%,130,Mocha (Without Whipped Cream)
,,,,,,,,,,,3.0,0.0,0.0,0.0,0.0,200,,,,0.0,0.0,,,,,,Frappuccino® Blended Coffee,Mocha (Without Whipped Cream),Whole Milk,3,2.0,0.1,10.0,160.0,42.0,1.0,40.0,4%,0%,8%,6%,70,Mocha (Without Whipped Cream)
,,,,,,,,,,,3.0,0.0,0.0,0.0,0.0,180,,,,0.0,0.0,,,,,,Frappuccino® Blended Coffee,Mocha (Without Whipped Cream),Soymilk,2,0.5,0.0,0.0,150.0,40.0,1.0,38.0,4%,0%,10%,10%,70,Mocha (Without Whipped Cream)
,,,,,,,,,,,4.0,0.0,0.0,0.0,0.0,260,,,,0.0,0.0,,,,,,Frappuccino® Blended Coffee,Mocha (Without Whipped Cream),Grande Nonfat Milk,1,0.5,0.0,0.0,220.0,61.0,1.0,58.0,6%,0%,10%,8%,110,Mocha (Without Whipped Cream)
,,,,,,,,,,,4.0,0.0,0.0,0.0,0.0,290,,,,0.0,0.0,,,,,,Frappuccino® Blended Coffee,Mocha (Without Whipped Cream),Whole Milk,4,2.5,0.1,10.0,220.0,61.0,1.0,58.0,4%,0%,10%,8%,110,Mocha (Without Whipped Cream)
,,,,,,,,,,,4.0,0.0,0.0,0.0,0.0,260,,,,0.0,0.0,,,,,,Frappuccino® Blended Coffee,Mocha (Without Whipped Cream),Soymilk,2.5,0.5,0.0,0.0,220.0,59.0,1.0,55.0,4%,0%,10%,15%,110,Mocha (Without Whipped Cream)
,,,,,,,,,,,7.0,0.0,0.0,0.0,0.0,340,,,,0.0,0.0,,,,,,Frappuccino® Blended Coffee,Mocha (Without Whipped Cream),Venti Nonfat Milk,1,0.5,0.0,5.0,300.0,80.0,1.0,76.0,10%,0%,15%,10%,140,Mocha (Without Whipped Cream)
,,,,,,,,,,,6.0,0.0,0.0,0.0,0.0,390,,,,0.0,0.0,,,,,,Frappuccino® Blended Coffee,Mocha (Without Whipped Cream),Whole Milk,6,3.5,0.1,15.0,300.0,80.0,1.0,76.0,8%,0%,15%,10%,140,Mocha (Without Whipped Cream)
,,,,,,,,,,,6.0,0.0,0.0,0.0,0.0,350,,,,0.0,0.0,,,,,,Frappuccino® Blended Coffee,Mocha (Without Whipped Cream),Soymilk,3,1.0,0.0,0.0,290.0,78.0,2.0,73.0,6%,0%,20%,20%,140,Mocha (Without Whipped Cream)
,,,,,,,,,,,3.0,0.0,0.0,0.0,0.0,180,,,,0.0,0.0,,,,,,Frappuccino® Blended Coffee,Caramel (Without Whipped Cream),Tall Nonfat Milk,0.1,0.0,0.0,0.0,160.0,42.0,0.0,41.0,4%,0%,10%,0%,70,Caramel (Without Whipped Cream)
,,,,,,,,,,,3.0,0.0,0.0,0.0,0.0,200,,,,0.0,0.0,,,,,,Frappuccino® Blended Coffee,Caramel (Without Whipped Cream),Whole Milk,2.5,1.5,0.1,10.0,160.0,42.0,0.0,41.0,4%,0%,8%,0%,70,Caramel (Without Whipped Cream)
,,,,,,,,,,,2.0,0.0,0.0,0.0,0.0,180,,,,0.0,0.0,,,,,,Frappuccino® Blended Coffee,Caramel (Without Whipped Cream),Soymilk,1.5,0.2,0.0,0.0,150.0,40.0,0.0,39.0,4%,0%,10%,4%,70,Caramel (Without Whipped Cream)
,,,,,,,,,,,4.0,0.0,0.0,0.0,0.0,280,,,,0.0,0.0,,,,,,Frappuccino® Blended Coffee,Caramel (Without Whipped Cream),Grande Nonfat Milk,0.1,0.1,0.0,0.0,220.0,60.0,0.0,59.0,6%,0%,10%,0%,100,Caramel (Without Whipped Cream)
,,,,,,,,,,,3.0,0.0,0.0,0.0,0.0,280,,,,0.0,0.0,,,,,,Frappuccino® Blended Coffee,Caramel (Without Whipped Cream),Whole Milk,3.5,2.0,0.1,10.0,220.0,60.0,0.0,59.0,4%,0%,10%,0%,100,Caramel (Without Whipped Cream)
,,,,,,,,,,,3.0,0.0,0.0,0.0,0.0,260,,,,0.0,0.0,,,,,,Frappuccino® Blended Coffee,Caramel (Without Whipped Cream),Soymilk,1.5,0.2,0.0,0.0,220.0,58.0,0.0,56.0,4%,0%,10%,6%,100,Caramel (Without Whipped Cream)
,,,,,,,,,,,5.0,0.0,0.0,0.0,0.0,330,,,,0.0,0.0,,,,,,Frappuccino® Blended Coffee,Caramel (Without Whipped Cream),Venti Nonfat Milk,0.1,0.1,0.0,5.0,290.0,78.0,0.0,77.0,10%,0%,15%,2%,130,Caramel (Without Whipped Cream)
,,,,,,,,,,,5.0,0.0,0.0,0.0,0.0,370,,,,0.0,0.0,,,,,,Frappuccino® Blended Coffee,Caramel (Without Whipped Cream),Whole Milk,5,3.0,0.1,15.0,300.0,78.0,0.0,77.0,8%,0%,15%,2%,130,Caramel (Without Whipped Cream)
,,,,,,,,,,,5.0,0.0,0.0,0.0,0.0,340,,,,0.0,0.0,,,,,,Frappuccino® Blended Coffee,Caramel (Without Whipped Cream),Soymilk,2.5,0.3,0.0,0.0,290.0,75.0,1.0,73.0,6%,0%,20%,8%,130,Caramel (Without Whipped Cream)
,,,,,,,,,,,4.0,0.0,0.0,0.0,0.0,220,,,,0.0,0.0,,,,,,Frappuccino® Blended Coffee,Java Chip (Without Whipped Cream),Tall Nonfat Milk,3,2.0,0.0,0.0,170.0,47.0,1.0,44.0,4%,0%,10%,20%,75,Java Chip (Without Whipped Cream)
,,,,,,,,,,,4.0,0.0,0.0,0.0,0.0,240,,,,0.0,0.0,,,,,,Frappuccino® Blended Coffee,Java Chip (Without Whipped Cream),Whole Milk,5,3.5,0.1,10.0,170.0,47.0,1.0,44.0,4%,0%,8%,20%,75,Java Chip (Without Whipped Cream)
,,,,,,,,,,,3.0,0.0,0.0,0.0,0.0,220,,,,0.0,0.0,,,,,,Frappuccino® Blended Coffee,Java Chip (Without Whipped Cream),Soymilk,4,2.5,0.0,0.0,170.0,45.0,1.0,42.0,4%,0%,10%,20%,75,Java Chip (Without Whipped Cream)
,,,,,,,,,,,5.0,0.0,0.0,0.0,0.0,310,,,,0.0,0.0,,,,,,Frappuccino® Blended Coffee,Java Chip (Without Whipped Cream),Grande Nonfat Milk,4,3.0,0.0,0.0,250.0,67.0,2.0,62.0,6%,0%,10%,25%,110,Java Chip (Without Whipped Cream)
,,,,,,,,,,,5.0,0.0,0.0,0.0,0.0,340,,,,0.0,0.0,,,,,,Frappuccino® Blended Coffee,Java Chip (Without Whipped Cream),Whole Milk,7,5.0,0.1,10.0,250.0,67.0,2.0,62.0,4%,0%,10%,25%,110,Java Chip (Without Whipped Cream)
,,,,,,,,,,,4.0,0.0,0.0,0.0,0.0,310,,,,0.0,0.0,,,,,,Frappuccino® Blended Coffee,Java Chip (Without Whipped Cream),Soymilk,6,3.5,0.0,0.0,240.0,65.0,2.0,60.0,4%,0%,10%,30%,110,Java Chip (Without Whipped Cream)
,,,,,,,,,,,7.0,0.0,0.0,0.0,0.0,420,,,,0.0,0.0,,,,,,Frappuccino® Blended Coffee,Java Chip (Without Whipped Cream),Venti Nonfat Milk,5,4.0,0.0,5.0,340.0,90.0,2.0,84.0,10%,0%,20%,35%,145,Java Chip (Without Whipped Cream)
,,,,,,,,,,,7.0,0.0,0.0,0.0,0.0,460,,,,0.0,0.0,,,,,,Frappuccino® Blended Coffee,Java Chip (Without Whipped Cream),Whole Milk,10,7.0,0.2,15.0,340.0,90.0,2.0,84.0,6%,0%,15%,35%,145,Java Chip (Without Whipped Cream)
,,,,,,,,,,,6.0,0.0,0.0,0.0,0.0,430,,,,0.0,0.0,,,,,,Frappuccino® Blended Coffee,Java Chip (Without Whipped Cream),Soymilk,8,4.5,0.0,0.0,330.0,88.0,3.0,80.0,6%,0%,20%,40%,145,Java Chip (Without Whipped Cream)
,,,,,,,,,,,3.0,0.0,0.0,0.0,0.0,90,,,,0.0,0.0,,,,,,Frappuccino® Light Blended Coffee,Coffee,Tall Nonfat Milk,0.1,0.0,0.0,0.0,160.0,20.0,0.0,19.0,4%,0%,10%,0%,70,Coffee
,,,,,,,,,,,3.0,0.0,0.0,0.0,0.0,120,,,,0.0,0.0,,,,,,Frappuccino® Light Blended Coffee,Coffee,Grande Nonfat Milk,0.1,0.1,0.0,0.0,210.0,26.0,0.0,26.0,6%,0%,10%,0%,95,Coffee
,,,,,,,,,,,5.0,0.0,0.0,0.0,0.0,160,,,,0.0,0.0,,,,,,Frappuccino® Light Blended Coffee,Coffee,Venti Nonfat Milk,0.1,0.1,0.0,5.0,270.0,34.0,0.0,33.0,8%,0%,15%,2%,120,Coffee
,,,,,,,,,,,3.0,0.0,0.0,0.0,0.0,110,,,,0.0,0.0,,,,,,Frappuccino® Light Blended Coffee,Mocha,Tall Nonfat Milk,0.5,0.4,0.0,0.0,150.0,24.0,1.0,23.0,4%,0%,8%,6%,70,Mocha
,,,,,,,,,,,4.0,0.0,0.0,0.0,0.0,150,,,,0.0,0.0,,,,,,Frappuccino® Light Blended Coffee,Mocha,Grande Nonfat Milk,1,0.5,0.0,0.0,200.0,33.0,1.0,30.0,6%,0%,10%,8%,95,Mocha
,,,,,,,,,,,6.0,0.0,0.0,0.0,0.0,210,,,,0.0,0.0,,,,,,Frappuccino® Light Blended Coffee,Mocha,Venti Nonfat Milk,1,0.5,0.0,5.0,280.0,46.0,1.0,42.0,8%,0%,15%,10%,130,Mocha
,,,,,,,,,,,3.0,0.0,0.0,0.0,0.0,100,,,,0.0,0.0,,,,,,Frappuccino® Light Blended Coffee,Caramel,Tall Nonfat Milk,0.1,0.0,0.0,0.0,140.0,23.0,0.0,23.0,4%,0%,8%,0%,65,Caramel
,,,,,,,,,,,3.0,0.0,0.0,0.0,0.0,150,,,,0.0,0.0,,,,,,Frappuccino® Light Blended Coffee,Caramel,Grande Nonfat Milk,0.1,0.1,0.0,0.0,200.0,33.0,0.0,32.0,6%,0%,10%,0%,90,Caramel
,,,,,,,,,,,5.0,0.0,0.0,0.0,0.0,200,,,,0.0,0.0,,,,,,Frappuccino® Light Blended Coffee,Caramel,Venti Nonfat Milk,0.1,0.1,0.0,5.0,270.0,44.0,0.0,43.0,8%,0%,15%,2%,120,Caramel
,,,,,,,,,,,4.0,0.0,0.0,0.0,0.0,150,,,,0.0,0.0,,,,,,Frappuccino® Light Blended Coffee,Java Chip,Tall Nonfat Milk,3,2.0,0.0,0.0,170.0,30.0,1.0,27.0,4%,0%,10%,20%,70,Java Chip
,,,,,,,,,,,5.0,0.0,0.0,0.0,0.0,220,,,,0.0,0.0,,,,,,Frappuccino® Light Blended Coffee,Java Chip,Grande Nonfat Milk,4,3.0,0.0,0.0,240.0,43.0,2.0,39.0,6%,0%,10%,25%,105,Java Chip
,,,,,,,,,,,7.0,0.0,0.0,0.0,0.0,290,,,,0.0,0.0,,,,,,Frappuccino® Light Blended Coffee,Java Chip,Venti Nonfat Milk,5,4.0,0.0,5.0,320.0,58.0,2.0,52.0,8%,0%,15%,35%,165,Java Chip
,,,,,,,,,,,3.0,0.0,0.0,0.0,0.0,170,,,,0.0,0.0,,,,,,Frappuccino® Blended Crème,Strawberries & Crème (Without Whipped Cream),Tall Nonfat Milk,0.1,0.1,0.0,0.0,140.0,39.0,0.0,38.0,6%,6%,10%,2%,0,Strawberries & Crème (Without Whipped Cream)
,,,,,,,,,,,3.0,0.0,0.0,0.0,0.0,190,,,,0.0,0.0,,,,,,Frappuccino® Blended Crème,Strawberries & Crème (Without Whipped Cream),Whole Milk,3,1.5,0.1,10.0,140.0,38.0,0.0,37.0,4%,6%,10%,2%,0,Strawberries & Crème (Without Whipped Cream)
,,,,,,,,,,,3.0,0.0,0.0,0.0,0.0,170,,,,0.0,0.0,,,,,,Frappuccino® Blended Crème,Strawberries & Crème (Without Whipped Cream),Soymilk,1.5,0.2,0.0,0.0,135.0,37.0,1.0,35.0,4%,6%,10%,6%,0,Strawberries & Crème (Without Whipped Cream)
,,,,,,,,,,,4.0,0.0,0.0,0.0,0.0,230,,,,0.0,0.0,,,,,,Frappuccino® Blended Crème,Strawberries & Crème (Without Whipped Cream),Grande Nonfat Milk,0.2,0.1,0.0,0.0,190.0,53.0,0.0,52.0,8%,6%,15%,4%,0,Strawberries & Crème (Without Whipped Cream)
,,,,,,,,,,,4.0,0.0,0.0,0.0,0.0,260,,,,0.0,0.0,,,,,,Frappuccino® Blended Crème,Strawberries & Crème (Without Whipped Cream),Whole Milk,4,2.0,0.1,10.0,190.0,53.0,0.0,52.0,6%,6%,15%,4%,0,Strawberries & Crème (Without Whipped Cream)
,,,,,,,,,,,3.0,0.0,0.0,0.0,0.0,240,,,,0.0,0.0,,,,,,Frappuccino® Blended Crème,Strawberries & Crème (Without Whipped Cream),Soymilk,2,0.2,0.0,0.0,180.0,51.0,1.0,49.0,4%,6%,15%,8%,0,Strawberries & Crème (Without Whipped Cream)
,,,,,,,,,,,6.0,0.0,0.0,0.0,0.0,310,,,,0.0,0.0,,,,,,Frappuccino® Blended Crème,Strawberries & Crème (Without Whipped Cream),Venti Nonfat Milk,0.2,0.1,0.0,5.0,260.0,70.0,0.0,69.0,10%,8%,20%,4%,0,Strawberries & Crème (Without Whipped Cream)
,,,,,,,,,,,6.0,0.0,0.0,0.0,0.0,350,,,,0.0,0.0,,,,,,Frappuccino® Blended Crème,Strawberries & Crème (Without Whipped Cream),Whole Milk,6,3.0,0.2,15.0,260.0,70.0,0.0,68.0,8%,8%,20%,4%,0,Strawberries & Crème (Without Whipped Cream)
,,,,,,,,,,,5.0,0.0,0.0,0.0,0.0,320,,,,0.0,0.0,,,,,,Frappuccino® Blended Crème,Strawberries & Crème (Without Whipped Cream),Soymilk,3 2,0.4,0.0,0.0,250.0,67.0,1.0,64.0,6%,8%,20%,10%,0,Strawberries & Crème (Without Whipped Cream)
,,,,,,,,,,,4.0,0.0,0.0,0.0,0.0,170,,,,0.0,0.0,,,,,,Frappuccino® Blended Crème,Vanilla Bean (Without Whipped Cream),Tall Nonfat Milk,0.1,0.1,0.0,0.0,160.0,39.0,0.0,38.0,6%,0%,10%,0%,0,Vanilla Bean (Without Whipped Cream)
,,,,,,,,,,,3.0,0.0,0.0,0.0,0.0,200,,,,0.0,0.0,,,,,,Frappuccino® Blended Crème,Vanilla Bean (Without Whipped Cream),Whole Milk,3.5,2.0,0.1,10.0,160.0,39.0,0.0,38.0,6%,0%,10%,0%,0,Vanilla Bean (Without Whipped Cream)
,,,,,,,,,,,3.0,0.0,0.0,0.0,0.0,180,,,,0.0,0.0,,,,,,Frappuccino® Blended Crème,Vanilla Bean (Without Whipped Cream),Soymilk,1.5,0.2,0.0,0.0,160.0,37.0,1.0,35.0,4%,0%,10%,6%,0,Vanilla Bean (Without Whipped Cream)
,,,,,,,,,,,5.0,0.0,0.0,0.0,0.0,240,,,,0.0,0.0,,,,,,Frappuccino® Blended Crème,Vanilla Bean (Without Whipped Cream),Grande Nonfat Milk,0.1,0.1,0.0,5.0,230.0,56.0,0.0,55.0,8%,0%,15%,0%,0,Vanilla Bean (Without Whipped Cream)
