en_name,th_name,ingredients,course,province,region,,unnamed:_0,food,caloric_value,fat,saturated_fats,monounsaturated_fats,polyunsaturated_fats,carbohydrates,sugars,protein,dietary_fiber,cholesterol,sodium,water,vitamin_a,vitamin_b1,vitamin_b11,vitamin_b12,vitamin_b2,vitamin_b3,vitamin_b5,vitamin_b6,vitamin_c,vitamin_d,vitamin_e,vitamin_k,calcium,copper,iron,magnesium,manganese,phosphorus,potassium,selenium,zinc,nutrition_density,unnamed:_0.1,mean,median,histogram_path,description_path,heatmap_path,group,_source_file
,,,,,,643,643,nopales cooked,22,0.003,0.064,0.007,0.071,4.9,1.7,2,3,0,0.087,140.5,0,0.043,0.042,0,0.039,0.4,0.2,0.004,7.9,0,0,0.031,244.4,0.050,0.7,70,0.6,23.8,290.6,0.043,0.3,262.963,,,,,,,,data\FINAL FOOD DATASET\FOOD-DATA-GROUP5.csv
,,,,,,644,644,tahitian taro cooked,60,0.9,0.2,0.015,0.4,9.4,0,5.7,0,0,0.4,118.5,0,0.078,0.094,0,0.3,0.7,0.2,0.2,52.1,0,0,0,204.1,0.1,2.1,69.9,0.2,91.8,853.5,0.085,0.1,274.3,,,,,,,,data\FINAL FOOD DATASET\FOOD-DATA-GROUP5.csv
,,,,,,645,645,chinese cabbage pak choi raw,9,0.1,0.013,0.030,0.034,1.5,0.8,1.1,0.7,0,0.087,66.7,0,0.035,0.088,0,0.059,0.4,0.077,0.1,31.5,0,0.068,0.079,73.5,0.021,0.6,13.3,0.1,25.9,176.4,0.083,0.1,109.0,,,,,,,,data\FINAL FOOD DATASET\FOOD-DATA-GROUP5.csv
,,,,,,646,646,green chili pepper,18,0.097,0.067,0.088,0.034,4.3,2.3,0.9,0.7,0,0.023,39.5,0,0,0.051,0.041,0,0.035,0.4,0.073,0.1,109.1,0,0.3,0.017,8.1,0.059,0.5,11.3,0.1,20.7,153,0.055,6.188,,,,,,,,data\FINAL FOOD DATASET\FOOD-DATA-GROUP5.csv
,,,,,,647,647,mountain yam raw,91,0.1,0.015,0.047,0.027,22.2,0.4,1.8,3.4,0,0.021,110.8,0,0.1,0.057,0,0.093,0.7,0.6,0.2,3.5,0,0.3,0.078,35.4,0.1,0.6,16.3,0.3,46.2,568.5,0.056,0.4,67.0,,,,,,,,data\FINAL FOOD DATASET\FOOD-DATA-GROUP5.csv
,,,,,,648,648,parsnips cooked,114,0.5,0.081,0.2,0.018,27.2,7.7,2.1,6.4,0,0.021,128.4,0,0,0.1,0.037,0,0.010,1.2,0.9,0.1,20.8,0,1.6,0.065,59.2,0.2,0.9,46.4,0.5,110.4,587.2,0.056,36.576,,,,,,,,data\FINAL FOOD DATASET\FOOD-DATA-GROUP5.csv
,,,,,,649,649,tomato stewed,97,3.3,0.6,1.3,1.1,16.1,0,2.4,2.1,0,0.6,99.2,0,0,0.1,0.083,0,0.073,1.4,0.3,0.1,22.4,0,0,0,32,0.1,1.3,18.5,0.2,46.7,303.8,0.080,24.1,,,,,,,,data\FINAL FOOD DATASET\FOOD-DATA-GROUP5.csv
,,,,,,650,650,sweet green peppers cooked,19,0.1,0.037,0.031,0.039,4.5,2.3,0.7,0.9,0,0.2,67.1,0,0.055,0.092,0,0.033,0.3,0.087,0.2,54.3,0,0.4,0.067,6.6,0.092,0.3,7.3,0.032,13.1,121.2,0.090,0.009,67.4,,,,,,,,data\FINAL FOOD DATASET\FOOD-DATA-GROUP5.csv
,,,,,,651,651,white corn raw,143,2,0.3,0.6,0.9,31.6,5.3,5.3,4.5,0,0.088,126.1,0,0,0.3,0.096,0,0.065,2.8,0.7,0.080,11.3,0,0.1,0.081,3.3,0.5,0.9,61.4,0.8,147.7,448.2,0.096,43.973,,,,,,,,data\FINAL FOOD DATASET\FOOD-DATA-GROUP5.csv
,,,,,,652,652,rutabaga raw,286,1.2,0.2,0.2,0.7,66.5,34.4,8.3,17.8,0,0.061,690.4,0,0.7,0.2,0,0.3,5.4,1.2,0.8,193,0,2.3,0.048,332,0.2,3.4,154.4,1,409.2,2354.60,0.041,1.9,622.2,,,,,,,,data\FINAL FOOD DATASET\FOOD-DATA-GROUP5.csv
,,,,,,653,653,jalapeno peppers canned,37,1.3,0.1,0.031,0.7,6.4,2.9,1.3,3.5,0,2.3,120.9,0,0.017,0.092,0,0.046,0.5,0.6,0.3,13.6,0,0.9,0.060,31.3,0.2,2.6,20.4,0.2,24.5,262.5,0.030,0.5,60.0,,,,,,,,data\FINAL FOOD DATASET\FOOD-DATA-GROUP5.csv
,,,,,,654,654,pumpkin canned,83,0.7,0.4,0.098,0.032,19.8,8.1,2.7,7.1,0,0.6,220.4,0,0.092,0.015,0,0.1,0.9,1,0.1,10.3,0,2.6,0.067,63.7,0.3,3.4,56.4,0.4,85.8,504.7,0.064,0.4,107.7,,,,,,,,data\FINAL FOOD DATASET\FOOD-DATA-GROUP5.csv
,,,,,,655,655,peas onions canned,61,0.5,0.064,0.009,0.2,10.3,0,3.9,2.8,0,0.5,103.7,0,0.1,0.089,0,0.055,1.5,0.2,0.2,3.6,0,0,0,20.4,0.1,1,19.2,0.3,61.2,115.2,0.061,0.7,42.5,,,,,,,,data\FINAL FOOD DATASET\FOOD-DATA-GROUP5.csv
,,,,,,656,656,sweet mashed potato canned,258,0.5,0.1,0.042,0.2,59.1,13.9,5,4.3,0,0.2,188.4,0,0.076,0.050,0,0.2,2.4,1.3,0.6,13.3,0,2.8,0.058,76.5,0.7,3.4,61.2,2.5,132.6,535.5,0.016,0.5,162.1,,,,,,,,data\FINAL FOOD DATASET\FOOD-DATA-GROUP5.csv
,,,,,,657,657,hominy canned,119,1.5,0.2,0.4,0.7,23.5,3,2.4,4.1,0,0.6,136.2,0,0.055,0.084,0,0.066,0.003,0.3,0.032,0,0,0.037,0.026,16.5,0.081,1,26.4,0.1,57.8,14.9,0.030,1.7,49.0,,,,,,,,data\FINAL FOOD DATASET\FOOD-DATA-GROUP5.csv
,,,,,,658,658,tomato puree canned,95,0.5,0.098,0.028,0.2,22.5,12.1,4.1,4.8,0,0.002,219.7,0,0,0.056,0.076,0,0.2,3.7,1.1,0.3,26.5,0,4.9,0.038,45,0.7,4.5,57.5,0.4,100,1097.50,0.001,32.936,,,,,,,,data\FINAL FOOD DATASET\FOOD-DATA-GROUP5.csv
,,,,,,659,659,dried tomatoes canned in oil,6,0.4,0.072,0.3,0.076,0.7,0,0.2,0.2,0,0.056,1.6,0,0.005,0.026,0,0.038,0.1,0.095,0.062,3.1,0,0,0,1.4,0.032,0.057,2.4,0.084,4.2,47,0.063,0.038,6.037,,,,,,,,data\FINAL FOOD DATASET\FOOD-DATA-GROUP5.csv
,,,,,,660,660,mixed vegetables canned,88,0.6,0.1,0.039,0.3,17.5,0,3.5,9.3,0,0.5,221.1,0,0,0.030,0.097,0,0.098,1.2,0.3,0.2,9.3,0,0,0,51.5,0.3,1.6,36.8,1,90.7,338.1,0.020,31.4,,,,,,,,data\FINAL FOOD DATASET\FOOD-DATA-GROUP5.csv
,,,,,,661,661,straw mushrooms canned,2,0.090,0.100,0.060,0.027,0.3,0,0.2,0.1,0,0.049,4.9,0,0,0.012,0.012,0,0.021,0.016,0.065,0.099,0,0,0,0,0.6,0.060,0.015,0.4,0.088,3.4,4.3,0.083,0.771,,,,,,,,data\FINAL FOOD DATASET\FOOD-DATA-GROUP5.csv
,,,,,,662,662,capers canned,2,0.089,0.021,0.098,0.089,0.4,0.011,0.2,0.3,0,0.2,7.2,0,0.089,0.018,0,0.036,0.094,0.099,0.078,0.4,0,0.066,0.083,3.4,0.049,0.1,2.8,0.037,0.9,3.4,0.042,0.092,4.856,,,,,,,,data\FINAL FOOD DATASET\FOOD-DATA-GROUP5.csv
,,,,,,663,663,red peppers canned,15,0.058,0.030,0.069,0.098,3.7,2.4,0.7,0.9,0,0.9,67.5,0,0.050,0.017,0,0.016,0.6,0.002,0.1,49.6,0,0.5,0.037,5.1,0.076,0.4,10.2,0.1,12.4,136.5,0.027,0.1,60.443,,,,,,,,data\FINAL FOOD DATASET\FOOD-DATA-GROUP5.csv
,,,,,,664,664,carrots canned,104,0.6,0.1,0.009,0.3,24.4,11.2,2.6,8.2,0,0.2,422.2,0,0,0.061,0.069,0,0.1,1.9,0.6,0.5,9.1,0,3.3,0.028,140.7,0.5,2.4,40.9,2,90.8,717.3,0.100,36.875,,,,,,,,data\FINAL FOOD DATASET\FOOD-DATA-GROUP5.csv
,,,,,,665,665,tomatoes in tomato juice canned,41,0.3,0.080,0.013,0.1,9.6,5.7,1.9,2.4,0,0.3,226.3,0,0.1,0.083,0,0.1,1.7,0.3,0.3,22.3,0,1.6,0.024,74.4,0.2,2.3,26.4,0.2,45.6,451.2,0.060,0.3,113.2,,,,,,,,data\FINAL FOOD DATASET\FOOD-DATA-GROUP5.csv
,,,,,,666,666,asparagus canned,62,0.7,0.2,0.015,0.3,10.2,4.1,7.4,4.1,0,0.1,387.7,0,0.2,0.3,0,0.4,3.5,0.5,0.4,67.8,0,1.2,0.2,61.7,0.4,2.5,37,0.6,156.2,706.9,0.025,1.9,154.4,,,,,,,,data\FINAL FOOD DATASET\FOOD-DATA-GROUP5.csv
,,,,,,667,667,sweet red peppers canned,25,0.4,0.013,0.006,0.2,5.5,0,1.1,1.7,0,1.9,127.8,0,0.066,0.097,0,0.088,0.8,0.024,0.2,65.1,0,0,0,57.4,0.2,1.1,15.4,0.2,28,204.4,0.088,0.3,132.3,,,,,,,,data\FINAL FOOD DATASET\FOOD-DATA-GROUP5.csv
,,,,,,668,668,onions canned,12,0.084,0.045,0.060,0.042,2.5,1.4,0.5,0.8,0,0.2,59.3,0,0.049,0.022,0,0.001,0.062,0.048,0.095,2.7,0,0.038,0.087,28.4,0.042,0.011,3.8,0.074,17.6,69.9,0.025,0.2,34.925,,,,,,,,data\FINAL FOOD DATASET\FOOD-DATA-GROUP5.csv
,,,,,,669,669,turnip greens canned,27,0.4,0.1,0.047,0.2,4,0.6,2,1.9,0,0.082,136.4,0,0.017,0.1,0,0.078,0.5,0.3,0.098,22.3,0,2.1,0.4,169.9,0.1,2.2,28.8,0.4,30.2,203,0.066,0.3,202.7,,,,,,,,data\FINAL FOOD DATASET\FOOD-DATA-GROUP5.csv
,,,,,,670,670,hearts of palm,9,0.2,0.056,0.029,0.020,1.5,0,0.8,0.8,0,0.1,29.8,0,0.054,0.018,0,0.012,0.1,0.072,0.080,2.6,0,0,0,19.1,0.066,1,12.5,0.5,21.5,58.4,0.090,0.4,26.0,,,,,,,,data\FINAL FOOD DATASET\FOOD-DATA-GROUP5.csv
,,,,,,671,671,spinach canned,44,0.9,0.1,0.074,0.4,6.8,0,4.9,3.7,0,0.7,218.1,0,0.014,0.1,0,0.2,0.6,0.073,0.2,31.6,0,0,0,194.2,0.3,3.7,131,1.2,74.9,538.2,0.053,1,245.8,,,,,,,,data\FINAL FOOD DATASET\FOOD-DATA-GROUP5.csv
,,,,,,672,672,sweet potato canned,568,1.3,0.3,0.080,0.5,133.5,98.3,6.3,16,0,0.3,493.7,0,0.2,0.074,0,0.3,2.9,2.1,0.3,67,0,6,0.098,95.7,0.8,5.1,82.9,3.2,172.3,1180.30,0.037,1.2,324.9,,,,,,,,data\FINAL FOOD DATASET\FOOD-DATA-GROUP5.csv
,,,,,,673,673,corn canned,49,0.6,0.032,0.1,0.2,11.1,3.3,1.6,1.4,0,0.2,66.1,0,0,0.065,0.070,0,0.022,0.7,0.4,0.011,2.1,0,0.098,0,3.2,0.020,0.3,12,0.085,36.8,108.8,0.051,14.834,,,,,,,,data\FINAL FOOD DATASET\FOOD-DATA-GROUP5.csv
,,,,,,674,674,peas carrots canned,97,0.7,0.1,0.052,0.3,21.6,7.2,5.5,8.4,0,0.7,224.8,0,0,0.2,0.091,0,0.1,1.5,0.3,0.2,16.8,0,1,0.059,58.7,0.3,1.9,35.7,0.9,117.3,255,0.050,36.729,,,,,,,,data\FINAL FOOD DATASET\FOOD-DATA-GROUP5.csv
,,,,,,675,675,crookneck squash canned,27,0.1,0.088,0.065,0.027,6.2,2.5,1.3,2.9,0,0.006,201.7,0,0.039,0.013,0,0.034,0.9,0.1,0.018,5.7,0,0.3,0.052,25.2,0.2,1.5,27.3,0.2,44.1,201.6,0.026,0.6,42.9,,,,,,,,data\FINAL FOOD DATASET\FOOD-DATA-GROUP5.csv
,,,,,,676,676,tomatoes canned,77,0.7,0.062,0.1,0.3,17.6,10.6,4,4.6,0,0.3,216.4,0,0.2,0.083,0,0.1,3,0.7,0.4,22.3,0,3,0.038,82.3,0.4,3.1,48.4,0.4,77.4,709.1,0.096,0.7,134.6,,,,,,,,data\FINAL FOOD DATASET\FOOD-DATA-GROUP5.csv
,,,,,,677,677,pimento canned,44,0.6,0.004,0.081,0.3,9.8,5.2,2.1,3.6,0,0.006,178.8,0,0.061,0.016,0,0.1,1.2,0.068,0.4,163,0,1.3,0.098,11.5,0.071,3.2,11.5,0.2,32.6,303.4,0.099,0.4,193.8,,,,,,,,data\FINAL FOOD DATASET\FOOD-DATA-GROUP5.csv
,,,,,,678,678,sweet green peppers canned,25,0.4,0.037,0.015,0.2,5.5,0,1.1,1.7,0,1.9,127.8,0,0.077,0.026,0,0.012,0.8,0.087,0.2,65.1,0,0,0,57.4,0.2,1.1,15.4,0.2,28,204.4,0.061,0.3,132.3,,,,,,,,data\FINAL FOOD DATASET\FOOD-DATA-GROUP5.csv
,,,,,,679,679,peas canned,57,0.8,0.1,0.021,0.4,9.5,0,3.5,0,0,0.2,65.5,0,0,0.088,0.019,0,0.040,0.8,0,0,7.4,0,0,0,19.2,0.091,0.9,14.4,0.2,52,84,0,13.89,,,,,,,,data\FINAL FOOD DATASET\FOOD-DATA-GROUP5.csv
,,,,,,680,680,chili peppers canned,29,0.4,0.013,0.053,0.2,6.4,0,1,2.4,0,0.6,129.6,0,0.054,0.039,0,0.070,0.9,0.1,0.2,47.5,0,0,0,50,0,1.8,5.6,0,15.3,157.1,0.043,0.1,109.5,,,,,,,,data\FINAL FOOD DATASET\FOOD-DATA-GROUP5.csv
,,,,,,681,681,green peppers canned,15,0.074,0.096,0.015,0.062,3.7,2.3,0.7,0.9,0,0.9,67.5,0,0.052,0.037,0,0.010,0.6,0.093,0.1,49.6,0,0.5,0.003,5.1,0.062,0.4,10.2,0.1,12.4,136.5,0.034,0.1,60.468,,,,,,,,data\FINAL FOOD DATASET\FOOD-DATA-GROUP5.csv
,,,,,,682,682,grape leaves canned,20,0.6,0.065,0.016,0.3,3.3,0,1.2,2.8,0,0.8,21.5,0,0.083,0.054,0,0.1,1.3,1.2,0.010,3.2,0,0.5,0.075,81.8,0.5,0.8,4,0.004,9.6,8.2,0.044,0.1,93.7,,,,,,,,data\FINAL FOOD DATASET\FOOD-DATA-GROUP5.csv
,,,,,,683,683,sauerkraut canned,27,0.2,0.023,0.056,0.010,6.1,2.5,1.3,4.1,0,0.9,131.4,0,0,0.047,0.041,0,0.052,0.2,0.1,0.2,20.9,0,0.2,0.096,42.6,0.1,2.1,18.5,0.2,28.4,241.4,0.094,12.078,,,,,,,,data\FINAL FOOD DATASET\FOOD-DATA-GROUP5.csv
,,,,,,684,684,beets canned,69,0.2,0.017,0.060,0.099,16.2,13.2,2,3,0,0.020,225.4,0,0.077,0.093,0,0.037,0.4,0.4,0.1,6.9,0,0.051,0.028,32,0.2,1.5,39.4,0.6,39.4,349.3,0.063,0.6,61.8,,,,,,,,data\FINAL FOOD DATASET\FOOD-DATA-GROUP5.csv
,,,,,,685,685,stewed tomatoes canned,66,0.5,0.078,0.058,0.2,15.8,9,2.3,2.6,0,0.6,233.4,0,0,0.1,0.057,0,0.020,1.8,0.3,0.091,20.1,0,2.1,0.039,86.7,0.3,3.4,30.6,0.2,51,527.9,0.082,21.684,,,,,,,,data\FINAL FOOD DATASET\FOOD-DATA-GROUP5.csv
,,,,,,686,686,tomato paste canned,215,1.2,0.3,0.2,0.4,49.5,31.9,11.3,10.7,0,2.1,192.6,0,0.2,0.018,0,0.4,8.1,0.4,0.6,57.4,0,11.3,0.005,94.3,1,7.8,110,0.8,217.5,2656.70,0.070,1.7,232.2,,,,,,,,data\FINAL FOOD DATASET\FOOD-DATA-GROUP5.csv
,,,,,,687,687,bacon ranch salad mcdonalds,389,20.1,5.2,7.9,5.2,19.4,4.9,28.1,3.2,70.2,0.9,246.8,0,0.2,0,0,0.2,9.6,1.8,0,30.9,0,0,0,146.7,0,1.9,0,0,0,0,0,0,250.3,,,,,,,,data\FINAL FOOD DATASET\FOOD-DATA-GROUP5.csv
,,,,,,688,688,caesar salad with grilled chicken mcdonalds,201,5.6,3,1.5,0.6,11.3,4.8,29.1,3.3,71,0.6,245.5,0,0.2,0,0,0.2,11.3,1.5,0,31.4,0,0,0,189.4,0,1.8,0,0,0,754.8,0,0,271.9,,,,,,,,data\FINAL FOOD DATASET\FOOD-DATA-GROUP5.csv
,,,,,,689,689,caesar salad mcdonalds,94,4.4,2.5,1,0.3,9.1,4.4,6.8,3.4,10.7,0.2,191.1,0,0.018,0.1,0,0.016,0.5,0,0,30,0,0,0,183.2,0,1.3,19.2,0,168.3,460.1,0.068,0,238.2,,,,,,,,data\FINAL FOOD DATASET\FOOD-DATA-GROUP5.csv
,,,,,,690,690,vegetable salad,22,0.054,0.053,0.030,0.016,4.4,0,1.7,0,0,0.025,131.8,0,0.065,0.027,0,0.007,0.8,0.2,0.1,32,0,0,0,17.9,0.053,0.9,15.2,0.2,53.8,237.4,0.055,0.3,56.916,,,,,,,,data\FINAL FOOD DATASET\FOOD-DATA-GROUP5.csv
,,,,,,691,691,vegetable salad with chicken,70,1.5,0.4,0.5,0.4,2.5,0,11.6,0,47.9,0.1,126.5,0.077,0.034,0.032,0.056,0.068,3.9,0.4,0.3,11.6,0,0,0,24.7,0.080,0.7,21.8,0.2,113.3,297.9,0.014,0.6,52.69,,,,,,,,data\FINAL FOOD DATASET\FOOD-DATA-GROUP5.csv
,,,,,,692,692,potato salad,358,20.5,3.6,6.2,9.3,27.9,0,6.7,3.3,170,1.3,190,0.048,0.2,0.038,0,0.2,2.2,1.3,0.4,25,0,0,0,47.5,0.3,1.6,37.5,0.3,130,635,0.081,0.8,132.547,,,,,,,,data\FINAL FOOD DATASET\FOOD-DATA-GROUP5.csv
,,,,,,693,693,taco salad taco bell,906,48.9,15.9,21.2,4,80.5,0,35.7,16,101.3,1.9,358.8,0,0.8,0.2,0.090,0.6,8,1.1,0.5,0,0,2.9,0.072,506.4,0.8,9.4,143.9,1.4,549,1220.60,0.095,6.2,696.9,,,,,,,,data\FINAL FOOD DATASET\FOOD-DATA-GROUP5.csv
,,,,,,694,694,iceberg lettuce,8,0.045,0.089,0.015,0.076,1.7,1.1,0.5,0.7,0,0.022,54.5,0,0,0.015,0.070,0,0.059,0.061,0.046,0.042,1.6,0,0.1,0.079,10.3,0.033,0.2,4,0.061,11.4,80.4,0.007,3.064,,,,,,,,data\FINAL FOOD DATASET\FOOD-DATA-GROUP5.csv
,,,,,,695,695,cornsalad,12,0.2,0,0,0,2,0,1.1,0,0,0.067,52,0,0,0.096,0.002,0,0.072,0.2,0.024,0.2,21.4,0,0,0,21.3,0.092,1.2,7.3,0.2,29.7,257,0.006,3.593,,,,,,,,data\FINAL FOOD DATASET\FOOD-DATA-GROUP5.csv
,,,,,,696,696,potato salad with egg,393,23.5,3.6,5,12.5,40.5,12.4,4.9,3.3,42.5,0.8,177.5,0.090,0.002,0.046,0.003,0.063,2,1.1,0.3,2,0.083,1.7,0.047,37.5,0.1,1.3,37.5,0.3,132.5,605,0.039,0.8,113.038,,,,,,,,data\FINAL FOOD DATASET\FOOD-DATA-GROUP5.csv
,,,,,,697,697,side salad mcdonalds,17,0.2,0.014,0.061,0.031,3.7,1.9,0.9,1.4,0,0.037,81.7,0,0.098,0.059,0,0.042,0.2,0,0,13.7,0,0,0,20.9,0,0.6,0,0,0,191.4,0,0,41.4,,,,,,,,data\FINAL FOOD DATASET\FOOD-DATA-GROUP5.csv
,,,,,,698,698,caesar salad with crispy chicken mcdonalds,349,16.4,4.3,6.5,4.7,19.2,4.5,25.7,3.4,55.6,0.7,243.4,0,0.2,0,0,0.2,9.6,1.8,0,30.9,0,0,0,188.5,0,1.8,0,0,0,784.9,0,0,285.9,,,,,,,,data\FINAL FOOD DATASET\FOOD-DATA-GROUP5.csv
,,,,,,699,699,grape apple salad with walnuts,191,8.2,1.1,1.4,5.3,25.6,20.3,3.5,3.6,1.6,0.087,124.7,0.069,0.063,0.051,0.008,0.1,0.3,0.3,0.2,7.8,0,0.2,0.077,70.1,0.2,0.5,27.7,0.3,97.8,264.1,0.016,0.6,119.357,,,,,,,,data\FINAL FOOD DATASET\FOOD-DATA-GROUP5.csv
,,,,,,700,700,vegetable salad with cheese egg,68,3.9,2,1.2,0.3,3.2,0,5.8,0,65.1,0.044,130.8,0.010,0.013,0.056,0.012,0.1,0.7,0.3,0.002,6.5,0,0,0,66.5,0.083,0.4,15.9,0.2,88.2,247.3,0.036,0.7,86.317,,,,,,,,data\FINAL FOOD DATASET\FOOD-DATA-GROUP5.csv
,,,,,,701,701,celtuce,1,0.088,0,0,0,0.3,0,0.071,0.1,0,0.094,7.6,0,0.033,0.091,0,0.031,0.020,0.047,0.034,1.6,0,0,0,3.1,0.047,0.079,2.2,0.049,3.1,26.4,0.074,0.045,5.255,,,,,,,,data\FINAL FOOD DATASET\FOOD-DATA-GROUP5.csv
,,,,,,702,702,arugula,5,0.1,0.029,0.015,0.057,0.7,0.4,0.5,0.3,0,0.018,18.3,0,0.015,0.055,0,0.053,0.070,0.035,0.044,3,0,0.043,0.067,32,0.072,0.3,9.4,0.095,10.4,73.8,0.011,0.091,36.9,,,,,,,,data\FINAL FOOD DATASET\FOOD-DATA-GROUP5.csv
,,,,,,703,703,vegetable salad with shrimp,71,1.7,0.4,0.5,0.3,4.4,0,9.7,0,119.5,0.3,140.2,0,0.049,0.018,0.058,0.1,0.8,0.3,0.099,6.1,0,0,0,39.3,0.1,0.6,25.2,0.082,107,269,0.088,0.8,61.8,,,,,,,,data\FINAL FOOD DATASET\FOOD-DATA-GROUP5.csv
,,,,,,704,704,coleslaw,292,18.9,3.1,5.1,10.2,28.4,23.3,1.8,3.6,7.6,0.4,140.2,0.018,0.075,0.030,0,0,0.017,0.4,0.5,0.2,27.9,0,1,0.1,57.3,0.039,0.4,15.3,0.2,38.2,246.4,0,53.118,,,,,,,,data\FINAL FOOD DATASET\FOOD-DATA-GROUP5.csv
,,,,,,705,705,shiitake mushrooms cooked,10,0.007,0.061,0.051,0.064,2.6,0.7,0.3,0.4,0,0.048,15,0,0,0.038,0.098,0,0.063,0.3,0.6,0.064,0.032,0.080,0,0,0.5,0.2,0.042,2.5,0.086,5.2,21.1,0.055,3.573,,,,,,,,data\FINAL FOOD DATASET\FOOD-DATA-GROUP5.csv
,,,,,,706,706,shiitake mushrooms raw,6,0.039,0,0,0,1.3,0.5,0.4,0.5,0,0.096,17.1,0,0.012,0.050,0,0.023,0.7,0.3,0.053,0,0.038,0,0,0.4,0.015,0.050,3.8,0.090,21.3,57.8,0.014,0.2,2.788,,,,,,,,data\FINAL FOOD DATASET\FOOD-DATA-GROUP5.csv
,,,,,,707,707,crimini mushrooms,1,0.018,0.054,0.014,0.025,0.3,0.1,0.2,0.064,0,0.086,5.5,0,0,0.087,0.074,0.041,0.076,0.2,0.094,0.001,0,0.099,0.015,0,1.1,0.098,0.007,0.5,0.048,7.2,26.9,0.038,0.681,,,,,,,,data\FINAL FOOD DATASET\FOOD-DATA-GROUP5.csv
,,,,,,708,708,mushrooms raw,15,0.2,0.052,0,0.1,2.3,1.4,2.2,0.7,0,0.053,64.7,0,0.050,0.093,0,0.3,2.5,1,0.025,1.5,0.005,0.026,0,2.1,0.2,0.4,6.3,0.042,60.2,222.6,0.061,0.4,9.4,,,,,,,,data\FINAL FOOD DATASET\FOOD-DATA-GROUP5.csv
,,,,,,709,709,portabella mushrooms grilled,35,0.7,0.023,0.021,0.3,5.4,2.7,4,2.7,0,0.047,109.7,0,0,0.070,0.040,0,0.5,7.6,1.5,0.1,0,0.093,0,0,3.6,0.5,0.5,15.7,0.012,163.4,528.8,0.074,13.4,,,,,,,,data\FINAL FOOD DATASET\FOOD-DATA-GROUP5.csv
,,,,,,710,710,maitake mushrooms,0,0.017,0.011,0.059,0.022,0.072,0.043,0.016,0.041,0,0.059,1,0,0,0.003,0.064,0,0.003,0.030,0.026,0.080,0,0.042,0.034,0,0.063,0.013,0.088,0.1,0.082,0.8,2.2,0.035,0.374,,,,,,,,data\FINAL FOOD DATASET\FOOD-DATA-GROUP5.csv
,,,,,,711,711,shiitake mushrooms dried,11,0.061,0.014,0.004,0.058,2.7,0.046,0.3,0.4,0,0.086,0.3,0,0.039,0.094,0,0.063,0.5,0.8,0.042,0.1,0.056,0,0,0.4,0.2,0.022,4.8,0.051,10.6,55.2,0.091,0.3,4.01,,,,,,,,data\FINAL FOOD DATASET\FOOD-DATA-GROUP5.csv
,,,,,,712,712,chanterelle mushrooms,2,0.063,0,0,0,0.4,0.076,0.033,0.2,0,0.028,4.9,0,0,0.002,0.077,0,0.052,0.2,0.083,0.010,0,0.048,0,0,0.8,0.067,0.2,0.7,0.024,3.1,27.3,0.064,0.757,,,,,,,,data\FINAL FOOD DATASET\FOOD-DATA-GROUP5.csv
,,,,,,713,713,cloud ear fungus dried,80,0.2,0,0,0,20.4,0,2.6,19.6,0,0.036,4.1,0,0.097,0.038,0,0.2,1.8,0.1,0.099,0,0,0,0,44.5,0.022,1.6,23.2,0.5,51.5,211.1,0.089,0.4,88.9,,,,,,,,data\FINAL FOOD DATASET\FOOD-DATA-GROUP5.csv
,,,,,,714,714,mushrooms cooked,44,0.7,0.050,0.004,0.3,8.3,3.7,3.4,3.4,0,0.011,142.1,0,0,0.1,0.016,0,0.5,7,3.4,0.1,6.2,0.043,0.091,0,9.4,0.8,2.7,18.7,0.2,135.7,555.4,0.050,16.7,,,,,,,,data\FINAL FOOD DATASET\FOOD-DATA-GROUP5.csv
,,,,,,715,715,pepeao dried,72,0.1,0,0,0,19.4,0,1.2,0,0,0.072,2.7,0,0,0.2,0.091,0,0.056,0.7,5.2,0.2,0.3,0,0,0,27.1,1.2,1.5,35,0.3,27.8,169.9,0.022,22.1,,,,,,,,data\FINAL FOOD DATASET\FOOD-DATA-GROUP5.csv
,,,,,,716,716,truffles,61,4.1,2.2,1.5,0.1,5.4,4.6,0.7,0.3,6.4,0.034,1.6,0.064,0.049,0.082,0.061,0.028,0.086,0.013,0.045,0.019,0,0.2,0.082,18.8,0.005,0.2,5.8,0.090,20.5,35.6,0.032,0.2,29.59,,,,,,,,data\FINAL FOOD DATASET\FOOD-DATA-GROUP5.csv
,,,,,,717,717,jews ear,25,0.095,0,0,0,6.7,0,0.5,0,0,0.027,91.7,0,0.002,0.009,0,0.2,0.012,2,0.082,0.6,0,0,0,15.8,0.4,0.6,24.8,0.040,13.9,42.6,0.034,0.7,24.249,,,,,,,,data\FINAL FOOD DATASET\FOOD-DATA-GROUP5.csv
,,,,,,718,718,enoki mushrooms,1,0.099,0.027,0,0.010,0.2,0.034,0.062,0.089,0,0.084,2.7,0,0,0.087,0.031,0,0.021,0.2,0.000,0.095,0,0.072,0.088,0,0,0.099,0.034,0.5,0.015,3.2,10.8,0.096,0.433,,,,,,,,data\FINAL FOOD DATASET\FOOD-DATA-GROUP5.csv
,,,,,,719,719,morel mushrooms,4,0.070,0.056,0.031,0.007,0.7,0.096,0.4,0.4,0,0.080,11.6,0,0,0.062,0.074,0,0.008,0.3,0.028,0.055,0,0.005,0,0,5.5,0.056,1.6,2.5,0.060,25,53,0.069,1.727,,,,,,,,data\FINAL FOOD DATASET\FOOD-DATA-GROUP5.csv
